A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs
126,268.41691597147314,1.5,0.9990871936075522,171.472272468162,1.0,0.6907611289393784,61.29406308042071,1.5,0.651400806379375,235.82692618181187,1.0,0.9679875293991528,331.7001090448963,1.0,0.8163727892794607,4.5,1.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,34,Best Policy,dikesnet,0.0,149184888.60441038,0
78,110.73570170560166,1.0,0.23521992019283255,296.77076606776245,1.0,0.15356698127176213,184.43781107881202,10.0,0.0053922887555844816,31.567148707575157,1.0,0.5434887574217184,69.70190792963774,1.0,0.4531774194967467,4.5,1.5,1.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,35,Best Policy,dikesnet,2625558498.5237384,149184888.60441038,0
59,94.4786029775775,1.0,0.9244272429575106,37.998755109292944,1.0,0.2236707633185194,348.71141483899765,1.5,0.5761408012336751,250.82064822547184,1.5,0.6305921736835729,204.15738977304866,1.5,0.811301638071827,3.5,2.5,3.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,36,Best Policy,dikesnet,26878202.944638826,149184888.60441038,0
52,109.25426560517158,1.0,0.5963222836511146,176.8125632406016,10.0,0.7438131737715146,142.98212218585854,1.5,0.7485520715922345,43.5310430684853,10.0,0.9736682824926957,37.9862183675653,10.0,0.06506178952110551,2.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,37,Best Policy,dikesnet,231547456.81028754,149184888.60441038,0
13,142.7470450475842,10.0,0.5927776167663463,151.28471508792018,10.0,0.03691963230425208,302.7246150491671,1.0,0.2798651315810381,95.5087620010342,10.0,0.12389480738843818,186.92358847176672,10.0,0.021155774768024285,3.5,1.5,3.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,38,Best Policy,dikesnet,426498623.53222156,149184888.60441038,0
8,259.1700109767311,10.0,0.10011291901957066,229.09474623567854,10.0,0.7864803424287259,141.5716738735965,1.5,0.39743942918786523,334.09244861036325,1.0,0.1463105636308155,347.38119821183153,1.0,0.5707114582031062,4.5,3.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,39,Best Policy,dikesnet,2165819767.758137,149184888.60441038,0
103,276.0963272694081,1.5,0.7942353504082753,209.6700185647922,10.0,0.9704113671740305,240.41731937788376,1.5,0.33875272645718507,141.97460288950737,1.0,0.9332403071926547,61.42197664188135,1.0,0.3722084625840892,1.5,2.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,40,Best Policy,dikesnet,52549884.67167252,149184888.60441038,0
123,295.52078432255365,10.0,0.7415726326105541,178.41541235316618,1.0,0.02409122659456171,242.28451401414054,1.0,0.6936931888977652,302.36951840254176,1.5,0.7825116866837725,212.41077203461856,10.0,0.05523373972334024,2.5,3.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,41,Best Policy,dikesnet,506023524.02133167,149184888.60441038,0
111,120.73585214867065,10.0,0.18714382015774297,63.18892133254815,1.5,0.42559758086765753,312.9020601027843,10.0,0.20574485528352227,206.29109895817524,1.0,0.8356462711259693,164.81762747438535,1.0,0.21997324868595558,2.5,2.5,1.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,42,Best Policy,dikesnet,321597277.2224356,149184888.60441038,0
118,237.39722703468485,1.0,0.5120978968092726,269.6555075035084,1.0,0.40100559235149774,334.7262439853754,1.5,0.06410187743074758,221.267972405181,1.5,0.611098359980523,82.8369567997344,1.5,0.7208489053274837,1.5,3.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,43,Best Policy,dikesnet,307595717.7670847,149184888.60441038,0
50,128.56565510235313,1.5,0.22398825505895767,94.73424499642273,10.0,0.2069488182959887,56.839519422266356,1.0,0.38073365891858363,140.15888616274964,1.0,0.11658251425461494,158.4172702468764,1.0,0.439734682717555,4.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,44,Best Policy,dikesnet,317706199.4256697,149184888.60441038,0
113,294.6569643772841,10.0,0.7716231416796052,261.66907476347177,1.5,0.21695477176886757,157.96074043360954,10.0,0.5699562550370137,297.05641858990725,10.0,0.0805773720882626,228.50660202803647,10.0,0.5982444513702955,2.5,4.5,1.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,45,Best Policy,dikesnet,106269612.36235476,149184888.60441038,0
116,291.0354671083014,1.0,0.541813764511408,313.1359783591577,1.5,0.09125721427410328,172.51897457193894,1.5,0.12623536539164162,210.39035150712738,1.0,0.8506720461820771,248.41118847491882,10.0,0.40765455461629946,3.5,3.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,46,Best Policy,dikesnet,84886960.27247743,149184888.60441038,0
18,214.56604423805283,10.0,0.7517505763048178,221.2811172066219,1.0,0.3053520537114471,300.723952529833,1.0,0.596661864324671,225.47084812900408,1.5,0.3775805489965812,282.31812654556364,1.5,0.09229239255335422,1.5,2.5,1.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,47,Best Policy,dikesnet,243472441.95323858,149184888.60441038,0
131,105.14897876265071,10.0,0.065595731519054,238.13171431546849,1.5,0.00029069243199219576,139.1976128200173,10.0,0.5438657212120451,110.55237878456313,1.5,0.49995536972792637,42.30264653661917,1.5,0.19029984613520762,4.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,48,Best Policy,dikesnet,3568099868.0824213,149184888.60441038,0
80,307.35841068116815,1.0,0.5945454828320219,332.4167541400518,1.0,0.6856874216898643,234.40761627879078,1.0,0.6904915156881736,244.29380774962777,1.0,0.35670664535928176,44.694378496189685,10.0,0.6576695114385033,4.5,4.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,49,Best Policy,dikesnet,4532245.570925951,149184888.60441038,0
106,172.85432531800768,1.0,0.919410231744431,39.04307900605143,1.5,0.7315297152886524,117.99600477148735,1.5,0.5827668337030124,82.24066149021449,1.0,0.2937114592218077,131.38110335063539,10.0,0.35569225164139795,3.5,3.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,50,Best Policy,dikesnet,10221108.2509708,149184888.60441038,0
83,348.2133821424368,1.5,0.9322154983057065,122.90850845241998,10.0,0.44882769468180994,246.10624370807838,1.0,0.4891498532740208,229.5061346590764,1.0,0.1865527039130833,315.96073189769356,1.5,0.33351434195252777,2.5,3.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,51,Best Policy,dikesnet,33947306.918772295,149184888.60441038,0
58,308.1009692383501,1.0,0.805773979236479,43.458895873413894,1.0,0.9687451110746013,303.80635367176853,1.5,0.06650863531510455,126.70526208053096,1.5,0.7153453801301742,221.94980846068435,1.5,0.13072845686341983,4.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,52,Best Policy,dikesnet,156349118.96944067,149184888.60441038,0
119,279.7296873478193,1.5,0.18807480006289293,256.65170152399696,1.0,0.3407036280290967,275.4666971461223,10.0,0.5453127867521603,251.31036263177083,1.5,0.9311233968478756,107.94289322519427,1.5,0.6952060649376669,4.5,1.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,53,Best Policy,dikesnet,444064785.6685847,149184888.60441038,0
47,174.93770497608074,1.5,0.05204453765111859,135.38505686219082,10.0,0.4552623582552008,286.4395622545749,1.0,0.911777238692324,306.32497671119387,1.0,0.5797795046739704,138.7312658778584,1.0,0.10239004780274812,4.5,2.5,3.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,54,Best Policy,dikesnet,2511579738.391797,149184888.60441038,0
56,339.9259921638461,10.0,0.8038473106824044,343.8892595092095,10.0,0.2661283969052222,330.6400585985149,1.5,0.5449753554586212,136.6985078752721,1.5,0.240436894323213,151.17669974128924,1.0,0.17338220552970524,2.5,4.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,55,Best Policy,dikesnet,162774546.06861964,149184888.60441038,0
123,287.991477709242,1.0,0.790268586986592,208.57413063260938,1.5,0.7771678602249772,142.17729930045596,1.5,0.32133596044229606,332.89674398479735,1.0,0.28236528728049304,115.4023069772386,1.5,0.507164996987581,4.5,3.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,56,Best Policy,dikesnet,40283070.35829888,149184888.60441038,0
46,132.23637733440057,1.5,0.3757220365274993,158.34089326970016,1.0,0.2456251456533866,66.12426669065289,1.5,0.9077113236591774,68.31977551471397,1.0,0.28828429107855874,123.38545053814343,1.5,0.8604229320718219,1.5,3.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,57,Best Policy,dikesnet,39392863.67624835,149184888.60441038,0
61,322.79575141727344,1.5,0.017721336025679976,344.84273982204945,1.5,0.15223220885757255,176.15775040332286,10.0,0.21292391763764293,116.75175691500591,1.5,0.6256693118957738,271.65097040514274,1.5,0.9688565186805476,4.5,4.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,58,Best Policy,dikesnet,2010316005.143199,149184888.60441038,0
64,40.077670501531706,10.0,0.969728450920939,201.76942920122457,10.0,0.13318582276169372,289.4213389331934,1.0,0.3934392764540465,169.86986683712362,1.0,0.12161909452286705,314.43849520819936,10.0,0.2665712243453995,3.5,1.5,3.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,59,Best Policy,dikesnet,144531088.11630553,149184888.60441038,0
75,149.45557686460697,10.0,0.8263442920436267,127.12569051194944,1.0,0.2608511533469056,122.27225639418509,10.0,0.6306554427804655,89.51290992368521,10.0,0.06991476730790208,110.29618328754643,1.5,0.09483724543706097,3.5,4.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,60,Best Policy,dikesnet,79262308.18961224,149184888.60441038,0
51,136.63688722463056,1.0,0.1838901844626914,113.25010951087778,1.5,0.9343828866998202,126.28337556750274,1.5,0.6055819644361025,195.08139635854013,1.5,0.4690607437544513,293.9280314992542,10.0,0.3230961701424086,1.5,4.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,61,Best Policy,dikesnet,242088408.93469447,149184888.60441038,0
72,209.9524063156901,1.5,0.8712531356947704,165.4529282896363,10.0,0.37271461654918137,347.1794993392029,1.0,0.07322371698129954,288.523624825402,1.5,0.5087860103094058,166.62853650800938,1.5,0.7025219005496148,2.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,62,Best Policy,dikesnet,193146585.00428197,149184888.60441038,0
119,337.45647016662446,1.0,0.19308188514171137,250.92027957440513,1.0,0.048722859218148305,63.65546284935613,1.0,0.44086845964785565,200.0254724492659,1.5,0.6967923589349244,266.18947795507796,1.0,0.5801747038200976,1.5,3.5,1.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,63,Best Policy,dikesnet,743152763.7311686,149184888.60441038,0
83,120.90158808388907,10.0,0.8532378507145444,286.027053994489,1.0,0.6166437259783119,215.7577728084513,10.0,0.16692428091694733,336.6539768115175,1.5,0.8399891457152653,83.23095142646962,1.0,0.39450757880104603,3.5,2.5,3.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,64,Best Policy,dikesnet,78667919.49168493,149184888.60441038,0
48,160.21884331715188,1.0,0.3004319736925851,219.07386735038156,1.0,0.5239856017714396,189.5670572647283,1.5,0.27781455700332786,316.16064362270964,1.5,0.662822063321662,317.5016310707323,1.5,0.6812023603988276,4.5,4.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,65,Best Policy,dikesnet,23055698.40155506,149184888.60441038,0
31,213.34951612795817,1.0,0.6430053720608558,166.69567761967258,1.5,0.531138553470628,139.7878602144106,1.5,0.9517906697059185,232.4251578484078,1.5,0.39386413163390444,246.10105650880854,1.0,0.8593712969429745,4.5,1.5,4.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,66,Best Policy,dikesnet,9044785.091304852,149184888.60441038,0
64,234.12604225112648,1.5,0.5805861879083375,118.39747604826525,1.5,0.723092543730397,56.26555747741509,1.0,0.2652364737361228,217.58211519354438,10.0,0.23345151181463453,70.1476136050058,1.5,0.8075064130408687,2.5,3.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,67,Best Policy,dikesnet,41349862.510521755,149184888.60441038,0
63,147.75787825917746,1.0,0.5890148528229358,250.45945979630307,10.0,0.8866095861280932,71.62930936591485,1.0,0.5417295011409329,133.66993259964448,10.0,0.3285182297807011,349.40538007022036,1.0,0.7033848066557329,2.5,4.5,2.5,3,2,0,0,3,0,0,4,0,0,2,0,0,3,0,0,68,Best Policy,dikesnet,11904441.79847914,149184888.60441038,0
