Total Costs,Expected Number of Deaths,Expected Annual Damage,Dike Investment Costs
502235020.42775995,0.0012074272824263647,8713990.315866992,493521030.1118929
542377537.928839,0.006648542726081645,76873698.70855418,465503839.2202848
552805816.200731,0.01703202004861846,91643617.75722773,461162198.4435033
493641067.8412327,0.0,0.0,493641067.8412327
531115645.0805315,0.019146649743183773,111013362.51470816,420102282.5658233
